evaluated_count,valid_positive_count,positivity_violation_rate,min_eigenvalue_min,min_eigenvalue_mean,log_ma_center,centered_log_ma_rmse,centered_log_ma_mae,centered_log_ma_max_abs,raw_volume_ratio_center,raw_volume_ratio_mae,raw_volume_ratio_rmse,sigma_l1_volume_ratio,ricci_scalar_count,ricci_scalar_abs_mean,ricci_scalar_rms,model,target,sampled_count,skipped_count,ricci_requested_count,ricci_evaluated_count,autodiff_backend,metric_normalization
36,36,0.0,0.11286621479764523,0.3040108477876441,0.4363772132829405,0.3462854249887442,0.32365087514688917,0.6390656835664474,1.6426230061080331,0.3144258759603952,0.3466616930251807,0.3144258759603952,1,2.408669107643145,2.408669107643145,fermat_quartic_k3_fubini_study,fermat_quartic_k3,36,0,1,1,jax,unweighted sample averages over valid positive local patches; volume ratio scale fitted per evaluated model/sample set
36,36,0.0,0.14045217741589106,0.27810549131118834,0.4953105342727777,0.037769207600120105,0.0324209516188775,0.06339405663105846,1.6421757400174593,0.03222062225402046,0.037632531556867674,0.03222062225402046,1,1.6774278789379542,1.6774278789379542,k3_milestone2_invariant,fermat_quartic_k3,36,0,1,1,jax,unweighted sample averages over valid positive local patches; volume ratio scale fitted per evaluated model/sample set
36,36,0.0,0.1438545517816566,0.279099090714607,0.5072341733723934,0.015359379921749305,0.013431406232774563,0.025407619409488214,1.6608874343936786,0.013417792308866174,0.015345760183313054,0.013417792308866174,1,0.44489688087841417,0.44489688087841417,k3_milestone3_best,fermat_quartic_k3,36,0,1,1,jax,unweighted sample averages over valid positive local patches; volume ratio scale fitted per evaluated model/sample set
36,36,0.0,0.10165274299228912,0.26430354945930695,-0.4621346392978012,0.7017101467556831,0.5960276558979225,1.2838975539015967,0.7926348759796925,0.5256570969109459,0.6633012510859477,0.5256570969109459,1,11.079954490449012,11.079954490449012,fermat_quintic_threefold_fubini_study,fermat_quintic_threefold,36,0,1,1,jax,unweighted sample averages over valid positive local patches; volume ratio scale fitted per evaluated model/sample set
